Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
Should I get a puppy?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I go to the zoo?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I go to the store?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I go to the party?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I go to the game?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I go to the concert?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I go to the beach?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I go to the bar?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I go to movie?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I go to church?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I have another cup of coffee?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do you think I should play a game?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I get a tattoo?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I buy a car?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I buy a boat?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I bring my umbrella?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I become a vegetarian?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I become a vegan?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I bake a cake?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
I don't know what I'm supposed to do	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I buy a new boat?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do you think I should sing a song?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I buy a new car?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do you think I should go to the store?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do you think I should go for a run?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do you think I should do that?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do you think I should do it?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do you think I should ask him out?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do you think I should ask her out?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do you think I need a haircut?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do I need to go outside?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do I need to brush my teeth?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Do you think I should watch a movie?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I drink soda?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I get a part-time job?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I get a new job?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I get a haircut?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I find a new roommate?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I find a new apartment?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I eat vegan?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I eat Thai food?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I eat Mexican food?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I buy a house?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I drink water?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I do my homework?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I comb my hair?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I call my sister?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I call my mom?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I call my dad?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I call my brother?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I buy coffee?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I buy a new house?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I eat Chinese food?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I make for breakfast	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I post to Instagram?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Where should I go on a trip?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Where should I go next?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What would you do if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What song should I sing?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What song should I listen to?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I wear today?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I say?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Where would you go if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I make for dinner?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Who should I ask out?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I have for lunch?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I have for dinner?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I have for breakfast?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I eat for dinner?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I eat for breakfast?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I do?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I do this morning?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I do this afternoon?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I make for lunch?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you go for a run if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you try if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you travel if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you text him if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you text her if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you take a trip if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you stay home if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you play a game if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you go vegan if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Where should I go on vacation?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you go to school if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I be when I grow up?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you get bangs if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you do yoga if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you ask them out if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Who would you vote for if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Who should I live with?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Who should I hang out with?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Who should I bunk with?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Who should I ask to prom?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you go to work if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I study abroad?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I try out for soccer?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I travel?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I throw a party?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I text him?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I text her?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I take the bus?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I take it?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I take a walk?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What should I do next?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I take a sick day?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I tweet?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I stay home sick?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I stay home from work?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I start a business?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I skip school?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I skip class?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I ride my bike?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I ride my bike to work?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I read a book?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Would you watch a movie if you were me?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I take a trip?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I vote republican?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
Should I quit my job?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What movie should I watch?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What game should I play?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What else should I try?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What am I supposed to try?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
What am I supposed to do?	I think you should follow your heart.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	51	
